order_id,customer_id,order_date,status,region_code
233,348.0,2026-01-01 08:16:02,CANCELLED,NORTH
234,262.0,2026-06-25 21:55:11,DELIVERED,SOUTH
235,409.0,2026-08-09 07:18:04,CANCELLED,NORTH
236,472.0,2026-07-22 22:44:04,CANCELLED,EAST
237,159.0,2026-01-03 21:10:28,CANCELLED,NORTH
238,46.0,2026-06-04 22:18:00,SHIPPED,NORTH
239,395.0,2026-01-26 17:35:12,SHIPPED,NORTH
240,344.0,2026-06-17 08:02:24,SHIPPED,NORTH
241,485.0,2026-08-06 11:10:09,CANCELLED,SOUTH
242,80.0,2026-01-24 08:34:37,RETURNED,WEST
243,487.0,2026-03-07 21:13:08,SHIPPED,WEST
244,252.0,,DELIVERED,NORTH
245,246.0,2026-04-10 00:26:39,SHIPPED,WEST
246,424.0,2026-06-19 04:19:01,PLACED,SOUTH
247,99.0,2026-07-08 13:12:01,CANCELLED,NORTH
248,441.0,2026-02-02 08:55:51,SHIPPED,SOUTH
249,175.0,2026-01-21 10:10:16,CANCELLED,EAST
250,228.0,2026-05-11 14:10:04,PLACED,SOUTH
251,407.0,2026-07-01 06:01:51,CANCELLED,EAST
252,84.0,2026-04-01 04:43:02,DELIVERED,EAST
253,240.0,2026-02-18 22:52:00,SHIPPED,NORTH
254,248.0,2026-02-04 22:12:01,DELIVERED,NORTH
255,226.0,2026-01-02 02:59:48,DELIVERED,SOUTH
256,362.0,2026-01-08 06:33:01,RETURNED,EAST
257,224.0,2026-04-21 11:52:08,RETURNED,NORTH
258,387.0,2026-06-18 15:56:34,RETURNED,EAST
259,344.0,2026-07-03 11:22:09,PLACED,EAST
260,139.0,2026-01-03 23:36:00,DELIVERED,EAST
261,317.0,2026-07-28 10:12:21,CANCELLED,NORTH
262,392.0,,DELIVERED,SOUTH
263,309.0,2026-01-29 00:53:49,PLACED,NORTH
264,167.0,,CANCELLED,WEST
265,129.0,2026-06-15 07:05:30,CANCELLED,SOUTH
266,226.0,2026-04-03 20:59:45,RETURNED,NORTH
267,190.0,2026-04-01 16:58:03,PLACED,WEST
268,257.0,2026-01-29 12:25:13,PLACED,WEST
269,144.0,2026-04-02 15:02:55,CANCELLED,NORTH
270,175.0,2026-08-01 04:29:42,SHIPPED,SOUTH
271,351.0,,SHIPPED,WEST
272,355.0,2026-03-30 21:05:44,CANCELLED,EAST
273,309.0,2026-05-15 15:52:09,CANCELLED,SOUTH
275,398.0,2026-02-04 14:29:58,PLACED,SOUTH
276,98.0,2026-04-04 11:41:16,PLACED,EAST
278,2.0,2026-07-04 08:03:33,SHIPPED,NORTH
279,328.0,2026-02-06 02:16:56,SHIPPED,EAST
280,244.0,2026-04-04 10:32:03,SHIPPED,EAST
281,437.0,2026-05-23 00:33:30,PLACED,NORTH
282,474.0,2026-01-31 18:37:14,DELIVERED,SOUTH
283,47.0,2026-04-02 08:30:07,DELIVERED,NORTH
284,259.0,2026-03-01 09:41:11,DELIVERED,WEST
285,447.0,2026-01-01 15:23:29,SHIPPED,NORTH
287,460.0,2026-05-07 22:15:10,DELIVERED,EAST
288,217.0,2026-05-07 14:42:59,CANCELLED,SOUTH
289,347.0,2026-05-28 06:12:43,DELIVERED,WEST
290,325.0,2026-04-07 19:58:44,RETURNED,NORTH
291,436.0,2026-01-01 14:46:17,DELIVERED,EAST
293,109.0,2026-04-30 06:36:36,SHIPPED,SOUTH
294,101.0,2026-05-24 17:02:17,RETURNED,NORTH
295,464.0,2026-05-25 11:30:53,DELIVERED,EAST
296,179.0,2026-04-26 21:12:50,SHIPPED,WEST
297,31.0,2026-04-02 15:08:15,PLACED,NORTH
298,491.0,2026-07-04 02:31:23,RETURNED,EAST
299,403.0,,DELIVERED,SOUTH
300,449.0,2026-03-06 07:22:57,PLACED,EAST
301,463.0,2026-04-10 17:45:18,DELIVERED,NORTH
302,412.0,2026-02-08 01:33:16,SHIPPED,NORTH
303,448.0,,CANCELLED,WEST
304,389.0,2026-05-10 06:52:35,RETURNED,NORTH
305,89.0,2026-05-04 21:08:37,DELIVERED,EAST
307,365.0,2026-04-15 02:49:13,RETURNED,WEST
308,427.0,2026-04-17 12:43:26,PLACED,NORTH
309,383.0,2026-02-22 21:55:35,SHIPPED,SOUTH
310,418.0,2026-07-05 17:03:08,PLACED,WEST
311,286.0,2026-08-05 03:20:31,PLACED,EAST
312,164.0,2026-07-04 23:20:23,PLACED,WEST
313,77.0,2026-02-20 21:23:24,RETURNED,WEST
314,332.0,2026-04-20 00:41:38,PLACED,NORTH
315,172.0,2026-07-15 00:42:46,CANCELLED,SOUTH
316,301.0,2026-02-09 19:34:33,SHIPPED,SOUTH
317,493.0,2026-04-09 12:17:09,SHIPPED,NORTH
318,440.0,2026-07-22 17:19:38,DELIVERED,EAST
319,220.0,2026-05-24 16:09:43,CANCELLED,WEST
320,425.0,2026-06-15 13:42:12,CANCELLED,NORTH
321,164.0,2026-05-13 10:12:06,PLACED,WEST
322,9.0,2026-02-09 22:36:34,PLACED,EAST
323,287.0,2026-07-28 13:47:03,RETURNED,EAST
324,332.0,,DELIVERED,WEST
325,136.0,2026-03-18 18:13:22,RETURNED,EAST
326,165.0,2026-02-20 18:51:43,RETURNED,WEST
327,464.0,2026-03-10 11:09:35,PLACED,NORTH
328,130.0,2026-08-02 12:55:47,CANCELLED,WEST
329,402.0,,SHIPPED,NORTH
330,372.0,2026-03-16 19:58:29,SHIPPED,WEST
331,277.0,2026-07-28 01:44:13,RETURNED,SOUTH
332,309.0,2026-07-30 23:33:39,SHIPPED,EAST
333,419.0,2026-01-26 21:37:44,PLACED,SOUTH
334,420.0,2026-05-23 12:17:58,RETURNED,SOUTH
335,191.0,2026-05-23 18:05:18,DELIVERED,EAST
336,381.0,2026-06-23 19:28:39,DELIVERED,NORTH
337,186.0,2026-04-09 19:00:09,DELIVERED,NORTH
338,382.0,2026-02-06 11:57:56,PLACED,EAST
339,119.0,2026-07-17 12:00:09,RETURNED,SOUTH
340,480.0,2026-07-28 19:12:06,CANCELLED,NORTH
341,231.0,2026-04-27 00:10:27,SHIPPED,WEST
342,497.0,2026-03-07 16:24:39,CANCELLED,NORTH
343,445.0,2026-04-30 12:17:57,DELIVERED,NORTH
344,205.0,2026-08-06 08:32:40,DELIVERED,EAST
345,436.0,2026-03-08 06:23:09,DELIVERED,EAST
347,5.0,2026-01-13 16:08:59,SHIPPED,SOUTH
348,123.0,2026-06-11 17:36:43,DELIVERED,WEST
349,497.0,2026-02-05 16:11:17,DELIVERED,WEST
350,179.0,2026-03-18 10:14:19,SHIPPED,SOUTH
351,488.0,2026-05-16 11:02:37,DELIVERED,NORTH
352,168.0,2026-06-22 07:06:55,PLACED,WEST
353,421.0,2026-08-05 15:10:05,CANCELLED,SOUTH
354,72.0,2026-07-28 19:06:21,CANCELLED,WEST
355,142.0,2026-06-15 18:35:16,DELIVERED,SOUTH
356,485.0,2026-01-05 11:12:56,PLACED,EAST
357,319.0,2026-07-09 21:38:42,CANCELLED,SOUTH
358,253.0,2026-02-03 15:37:14,DELIVERED,NORTH
359,428.0,2026-06-03 04:57:53,DELIVERED,NORTH
360,21.0,2026-06-02 13:29:19,SHIPPED,NORTH
361,476.0,2026-02-11 04:33:55,PLACED,EAST
362,296.0,2026-07-19 02:02:06,SHIPPED,NORTH
363,241.0,2026-03-06 14:27:03,RETURNED,EAST
364,238.0,2026-07-25 03:32:35,PLACED,SOUTH
365,495.0,2026-06-05 20:07:55,RETURNED,SOUTH
366,76.0,2026-04-15 19:13:14,RETURNED,SOUTH
367,467.0,2026-07-06 09:29:22,DELIVERED,SOUTH
368,393.0,2026-06-09 14:00:11,RETURNED,WEST
369,271.0,2026-01-31 16:23:24,SHIPPED,NORTH
370,373.0,2026-07-06 04:48:41,PLACED,SOUTH
371,137.0,2026-07-31 08:29:02,RETURNED,NORTH
372,185.0,2026-04-22 18:30:33,CANCELLED,SOUTH
373,285.0,2026-08-09 18:58:04,DELIVERED,NORTH
374,61.0,2026-06-04 08:08:05,SHIPPED,WEST
375,480.0,2026-05-10 15:08:28,RETURNED,WEST
376,461.0,2026-05-13 15:06:25,DELIVERED,WEST
377,139.0,2026-06-27 15:27:05,DELIVERED,EAST
378,137.0,2026-03-14 19:33:51,PLACED,NORTH
379,341.0,2026-07-10 04:00:09,PLACED,EAST
380,293.0,2026-01-25 04:05:16,CANCELLED,NORTH
381,309.0,2026-07-04 12:20:47,PLACED,WEST
382,78.0,2026-03-26 23:42:47,PLACED,SOUTH
383,298.0,2026-05-22 07:00:41,SHIPPED,SOUTH
385,269.0,2026-04-27 14:45:22,RETURNED,NORTH
386,16.0,2026-03-18 18:17:56,PLACED,EAST
387,487.0,2026-06-03 07:41:58,CANCELLED,SOUTH
389,428.0,2026-04-07 19:10:10,CANCELLED,NORTH
390,393.0,2026-04-11 01:06:17,DELIVERED,EAST
391,416.0,2026-04-18 00:20:00,CANCELLED,NORTH
392,372.0,2026-05-06 08:59:15,PLACED,SOUTH
393,262.0,2026-08-08 09:06:57,DELIVERED,WEST
394,170.0,2026-03-18 06:37:54,DELIVERED,WEST
395,159.0,2026-04-09 13:18:12,RETURNED,EAST
396,444.0,2026-03-03 18:47:18,PLACED,WEST
397,477.0,2026-07-31 11:01:23,RETURNED,WEST
398,396.0,2026-02-23 15:40:38,SHIPPED,EAST
399,158.0,2026-03-15 09:22:55,DELIVERED,SOUTH
400,232.0,2026-01-11 07:19:38,RETURNED,SOUTH
401,404.0,2026-08-01 16:33:01,SHIPPED,EAST
402,96.0,2026-05-13 18:04:46,CANCELLED,WEST
403,306.0,2026-07-01 10:06:10,DELIVERED,EAST
404,115.0,2026-03-19 03:39:27,PLACED,WEST
405,262.0,2026-05-12 00:15:38,RETURNED,WEST
406,302.0,2026-01-25 00:37:48,CANCELLED,EAST
407,74.0,2026-03-15 10:37:17,SHIPPED,EAST
409,412.0,2026-08-04 18:22:57,DELIVERED,EAST
410,150.0,2026-01-16 01:55:46,RETURNED,EAST
411,482.0,2026-07-03 06:10:28,RETURNED,WEST
412,284.0,2026-07-10 16:24:11,CANCELLED,WEST
413,440.0,2026-07-15 15:58:08,CANCELLED,SOUTH
414,36.0,2026-08-05 20:12:32,RETURNED,NORTH
415,275.0,2026-05-12 17:40:35,RETURNED,SOUTH
416,14.0,2026-06-11 13:01:57,CANCELLED,EAST
417,350.0,2026-07-14 06:49:54,CANCELLED,EAST
418,279.0,2026-07-08 14:31:45,CANCELLED,NORTH
419,420.0,2026-05-25 06:26:23,SHIPPED,SOUTH
420,293.0,2026-04-16 06:29:39,SHIPPED,WEST
421,456.0,2026-05-28 04:25:22,CANCELLED,EAST
422,451.0,2026-01-26 18:32:54,PLACED,SOUTH
423,114.0,2026-05-02 00:24:37,PLACED,EAST
424,313.0,2026-02-13 22:09:28,PLACED,SOUTH
425,257.0,2026-03-31 07:22:56,PLACED,WEST
426,218.0,2026-05-20 17:38:22,RETURNED,WEST
427,96.0,2026-05-08 04:25:03,DELIVERED,WEST
428,416.0,2026-04-11 20:16:32,CANCELLED,EAST
429,321.0,2026-04-16 13:15:24,RETURNED,EAST
430,428.0,2026-04-07 05:30:51,DELIVERED,SOUTH
431,384.0,2026-04-27 00:09:28,CANCELLED,EAST
432,369.0,2026-01-07 12:56:36,RETURNED,SOUTH
434,33.0,2026-08-04 15:44:41,SHIPPED,SOUTH
435,176.0,2026-04-26 08:21:56,DELIVERED,SOUTH
436,331.0,2026-05-03 14:32:35,SHIPPED,WEST
437,349.0,2026-07-28 04:17:24,CANCELLED,EAST
438,122.0,2026-04-17 18:19:10,DELIVERED,SOUTH
439,243.0,2026-02-01 22:10:56,CANCELLED,NORTH
440,196.0,2026-07-03 00:54:18,SHIPPED,WEST
441,139.0,2026-07-22 18:45:49,SHIPPED,WEST
442,399.0,2026-07-09 05:15:51,RETURNED,NORTH
443,139.0,2026-05-30 17:21:05,DELIVERED,NORTH
444,200.0,2026-04-23 18:43:59,SHIPPED,SOUTH
445,230.0,2026-03-01 21:45:44,DELIVERED,EAST
446,393.0,2026-04-26 07:25:30,PLACED,WEST
447,379.0,2026-01-12 11:41:09,RETURNED,NORTH
448,121.0,2026-06-25 17:18:38,RETURNED,WEST
449,172.0,2026-08-08 06:25:51,RETURNED,SOUTH
450,396.0,2026-07-19 20:37:36,PLACED,EAST
451,64.0,2026-03-15 14:56:27,RETURNED,NORTH
452,97.0,2026-05-24 17:25:25,RETURNED,EAST
453,404.0,,DELIVERED,EAST
455,269.0,2026-05-15 18:28:07,CANCELLED,WEST
456,129.0,2026-05-22 13:45:03,CANCELLED,WEST
457,99.0,2026-03-16 19:56:15,PLACED,EAST
458,392.0,,CANCELLED,EAST
459,153.0,2026-07-10 03:12:19,DELIVERED,NORTH
460,166.0,2026-01-15 05:34:43,CANCELLED,WEST
461,348.0,2026-01-15 02:02:21,SHIPPED,NORTH
462,192.0,2026-05-18 21:38:33,PLACED,SOUTH
463,221.0,2026-08-07 03:48:38,RETURNED,EAST
464,484.0,2026-02-11 10:29:25,SHIPPED,SOUTH
466,403.0,2026-08-07 04:17:34,RETURNED,WEST
467,239.0,2026-07-24 09:42:36,DELIVERED,SOUTH
468,308.0,2026-08-06 04:01:07,CANCELLED,NORTH
469,309.0,2026-06-25 02:17:56,DELIVERED,SOUTH
470,31.0,2026-02-23 06:50:49,PLACED,EAST
471,258.0,2026-02-27 14:35:19,CANCELLED,EAST
472,365.0,2026-02-05 10:08:57,RETURNED,SOUTH
473,44.0,2026-06-13 12:15:51,DELIVERED,SOUTH
474,385.0,2026-02-04 17:00:27,PLACED,EAST
475,473.0,2026-02-24 01:32:34,RETURNED,NORTH
476,232.0,2026-04-02 05:01:04,RETURNED,WEST
477,6.0,2026-05-26 03:58:26,CANCELLED,NORTH
478,226.0,2026-05-30 00:46:27,SHIPPED,SOUTH
479,438.0,,SHIPPED,NORTH
480,9.0,2026-04-23 07:12:35,RETURNED,WEST
481,46.0,2026-06-14 16:28:01,CANCELLED,WEST
482,8.0,2026-01-25 02:38:59,PLACED,SOUTH
483,129.0,2026-07-28 04:38:51,RETURNED,NORTH
484,15.0,2026-04-05 16:33:44,PLACED,WEST
485,140.0,2026-06-15 13:00:50,DELIVERED,SOUTH
486,269.0,2026-04-13 07:40:51,PLACED,EAST
487,275.0,2026-07-01 08:07:12,CANCELLED,NORTH
488,173.0,2026-02-01 22:57:19,PLACED,NORTH
489,212.0,2026-01-03 21:46:50,SHIPPED,NORTH
490,312.0,,PLACED,EAST
491,298.0,2026-02-22 08:37:04,PLACED,SOUTH
492,215.0,2026-08-03 07:36:09,SHIPPED,WEST
493,330.0,2026-06-04 06:03:25,SHIPPED,NORTH
494,262.0,2026-01-14 00:25:12,CANCELLED,WEST
495,292.0,2026-02-10 23:16:34,RETURNED,EAST
496,450.0,2026-05-17 09:38:41,DELIVERED,NORTH
497,280.0,2026-02-10 05:47:56,SHIPPED,WEST
498,166.0,2026-07-15 02:37:38,PLACED,SOUTH
499,475.0,2026-07-24 02:53:46,SHIPPED,WEST
